ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0060438	trachea development	1/47	19/18614	0.0469220483996541	0.0902190427128765	0.0445467911981365	BMP4	1
BP	GO:0060977	coronary vasculature morphogenesis	1/47	19/18614	0.0469220483996541	0.0902190427128765	0.0445467911981365	TGFBR3	1
BP	GO:0061323	cell proliferation involved in heart morphogenesis	1/47	19/18614	0.0469220483996541	0.0902190427128765	0.0445467911981365	BMP4	1
BP	GO:0072074	kidney mesenchyme development	1/47	19/18614	0.0469220483996541	0.0902190427128765	0.0445467911981365	BMP4	1
BP	GO:0072087	renal vesicle development	1/47	19/18614	0.0469220483996541	0.0902190427128765	0.0445467911981365	BMP4	1
BP	GO:0090036	regulation of protein kinase C signaling	1/47	19/18614	0.0469220483996541	0.0902190427128765	0.0445467911981365	WNT5A	1
BP	GO:0098543	detection of other organism	1/47	19/18614	0.0469220483996541	0.0902190427128765	0.0445467911981365	TLR1	1
BP	GO:1904862	inhibitory synapse assembly	1/47	19/18614	0.0469220483996541	0.0902190427128765	0.0445467911981365	WNT5A	1
BP	GO:0046887	positive regulation of hormone secretion	2/47	138/18614	0.0474851471278893	0.0912225506403077	0.0450422859048496	INHBA/GAL	2
BP	GO:0007586	digestion	2/47	139/18614	0.0481024812133338	0.092168681563611	0.0455094499914895	MDK/NPR3	2
BP	GO:0046328	regulation of JNK cascade	2/47	139/18614	0.0481024812133338	0.092168681563611	0.0455094499914895	WNT5A/IGF1R	2
BP	GO:0090090	negative regulation of canonical Wnt signaling pathway	2/47	139/18614	0.0481024812133338	0.092168681563611	0.0455094499914895	MDK/WNT5A	2
BP	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	2/47	140/18614	0.0487227741827083	0.0931017099214509	0.0459701445210348	PTGER1/ADRB2	2
BP	GO:0009799	specification of symmetry	2/47	140/18614	0.0487227741827083	0.0931017099214509	0.0459701445210348	WNT5A/BMP4	2
BP	GO:0001502	cartilage condensation	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	BMP1	1
BP	GO:0002544	chronic inflammatory response	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	VCAM1	1
BP	GO:0035902	response to immobilization stress	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	GAL	1
BP	GO:0042749	regulation of circadian sleep/wake cycle	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	PTGDS	1
BP	GO:0045056	transcytosis	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	IGF1R	1
BP	GO:0060231	mesenchymal to epithelial transition	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	BMP4	1
BP	GO:0060340	positive regulation of type I interferon-mediated signaling pathway	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	WNT5A	1
BP	GO:0071243	cellular response to arsenic-containing substance	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	HMOX1	1
BP	GO:0071371	cellular response to gonadotropin stimulus	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	INHBA	1
BP	GO:0071379	cellular response to prostaglandin stimulus	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	TNFSF4	1
BP	GO:0097284	hepatocyte apoptotic process	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	IGF1R	1
BP	GO:0140131	positive regulation of lymphocyte chemotaxis	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	WNT5A	1
BP	GO:1903975	regulation of glial cell migration	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	CX3CL1	1
BP	GO:1903978	regulation of microglial cell activation	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	CX3CL1	1
BP	GO:2001014	regulation of skeletal muscle cell differentiation	1/47	20/18614	0.0493310112243495	0.0931017099214509	0.0459701445210348	MSTN	1
BP	GO:0070555	response to interleukin-1	2/47	141/18614	0.0493460078771031	0.0931017099214509	0.0459701445210348	IL1R1/CX3CL1	2
BP	GO:0035296	regulation of tube diameter	2/47	142/18614	0.0499721642069448	0.0941227412571281	0.0464742916317719	ADRB2/NPR3	2
BP	GO:0097746	blood vessel diameter maintenance	2/47	142/18614	0.0499721642069448	0.0941227412571281	0.0464742916317719	ADRB2/NPR3	2
CC	GO:0030669	clathrin-coated endocytic vesicle membrane	4/47	73/19518	2.84379644876143e-05	0.0025878547683729	0.0017362125687175	WNT5A/EREG/ADRB2/HBEGF	4
CC	GO:0045334	clathrin-coated endocytic vesicle	4/47	92/19518	7.06035196198348e-05	0.00320578945324735	0.00215078991658006	WNT5A/EREG/ADRB2/HBEGF	4
CC	GO:0030666	endocytic vesicle membrane	5/47	196/19518	0.000105685366590572	0.00320578945324735	0.00215078991658006	WNT5A/EREG/ADRB2/TLR1/HBEGF	5
CC	GO:0030139	endocytic vesicle	6/47	347/19518	0.000175600286736144	0.00399490652324728	0.00268021490281483	GNLY/WNT5A/EREG/ADRB2/TLR1/HBEGF	6
CC	GO:0030665	clathrin-coated vesicle membrane	4/47	136/19518	0.000318860345891204	0.0058032582952199	0.00389345264456627	WNT5A/EREG/ADRB2/HBEGF	4
CC	GO:0009897	external side of plasma membrane	6/47	426/19518	0.000525515771440178	0.00797032253350936	0.00534735346377725	IL1R1/TGFBR3/CRLF1/CD14/CD40LG/VCAM1	6
CC	GO:0045121	membrane raft	5/47	323/19518	0.00104430009574498	0.0120435442228762	0.00808011064114308	TEK/IGF1R/TLR1/CD14/HMOX1	5
CC	GO:0098857	membrane microdomain	5/47	324/19518	0.00105877311849461	0.0120435442228762	0.00808011064114308	TEK/IGF1R/TLR1/CD14/HMOX1	5
CC	GO:0030662	coated vesicle membrane	4/47	202/19518	0.00140253632096069	0.0136915815973226	0.00918579216477396	WNT5A/EREG/ADRB2/HBEGF	4
CC	GO:0005902	microvillus	3/47	94/19518	0.00150456940629918	0.0136915815973226	0.00918579216477396	PDGFA/TEK/VCAM1	3
CC	GO:0030136	clathrin-coated vesicle	4/47	215/19518	0.00176263050815973	0.0145817614765941	0.00978302100222626	WNT5A/EREG/ADRB2/HBEGF	4
CC	GO:0098992	neuronal dense core vesicle	2/47	28/19518	0.00206139802116657	0.0156322683271799	0.0104878144936545	ADRB2/PENK	2
CC	GO:0062023	collagen-containing extracellular matrix	5/47	415/19518	0.00312360526953332	0.0218652368867333	0.0146695632091444	ELN/FGFR2/MDK/WNT5A/ANGPTL2	5
CC	GO:0031045	dense core granule	2/47	41/19518	0.00438370890494505	0.0284941078821428	0.01911692605164	ADRB2/PENK	2
CC	GO:0005788	endoplasmic reticulum lumen	4/47	312/19518	0.00665582349230183	0.0375050890105234	0.0251624657329133	PDGFA/WNT5A/BMP4/PENK	4
CC	GO:0030135	coated vesicle	4/47	312/19518	0.00665582349230183	0.0375050890105234	0.0251624657329133	WNT5A/EREG/ADRB2/HBEGF	4
CC	GO:0034774	secretory granule lumen	4/47	322/19518	0.00742498158942249	0.0375050890105234	0.0251624657329133	PDGFA/CXCL1/VEGFC/PENK	4
CC	GO:0060205	cytoplasmic vesicle lumen	4/47	325/19518	0.00766671641895297	0.0375050890105234	0.0251624657329133	PDGFA/CXCL1/VEGFC/PENK	4
CC	GO:0031983	vesicle lumen	4/47	327/19518	0.00783073287032906	0.0375050890105234	0.0251624657329133	PDGFA/CXCL1/VEGFC/PENK	4
CC	GO:0031093	platelet alpha granule lumen	2/47	67/19518	0.011360193426237	0.0516888800893784	0.0346784851958814	PDGFA/VEGFC	2
CC	GO:0098858	actin-based cell projection	3/47	225/19518	0.0168896830109841	0.0705845869856741	0.0473557668614124	PDGFA/TEK/VCAM1	3
CC	GO:0005901	caveola	2/47	83/19518	0.0170644056448882	0.0705845869856741	0.0473557668614124	IGF1R/HMOX1	2
MF	GO:0048018	receptor ligand activity	24/47	497/18369	1.23890590765829e-25	1.93269321594693e-23	9.25919152039353e-24	NAMPT/BMP1/FGF7/PDGFA/PTN/INHBA/CXCL1/MDK/WNT5A/C5/GAL/CX3CL1/EREG/MLN/BMP4/CRLF1/CD40LG/MSTN/TNFSF4/RLN2/NTF3/VEGFC/HBEGF/PENK	24
MF	GO:0008083	growth factor activity	12/47	160/18369	5.04564364272623e-15	3.93560204132646e-13	1.88547736122928e-13	BMP1/FGF7/PDGFA/PTN/INHBA/CXCL1/MDK/BMP4/MSTN/NTF3/VEGFC/HBEGF	12
MF	GO:0005125	cytokine activity	12/47	235/18369	5.10595412775751e-13	2.65509614643391e-11	1.27200962480977e-11	NAMPT/BMP1/INHBA/CXCL1/WNT5A/C5/CX3CL1/BMP4/CRLF1/CD40LG/MSTN/TNFSF4	12
MF	GO:0008201	heparin binding	9/47	168/18369	3.65190047033079e-10	1.42424118342901e-08	6.82328772088122e-09	FGF7/PTN/FGFR2/SLIT2/MDK/TGFBR3/BMP4/MSTN/HBEGF	9
MF	GO:0042056	chemoattractant activity	6/47	39/18369	6.16864384598621e-10	1.9246168799477e-08	9.2204992224215e-09	FGF7/WNT5A/CX3CL1/BMP4/NTF3/VEGFC	6
MF	GO:0005539	glycosaminoglycan binding	9/47	232/18369	6.2871131429461e-09	1.63464941716599e-07	7.83131637103812e-08	FGF7/PTN/FGFR2/SLIT2/MDK/TGFBR3/BMP4/MSTN/HBEGF	9
MF	GO:1901681	sulfur compound binding	9/47	269/18369	2.27059125413481e-08	4.57173232028273e-07	2.19023613184935e-07	FGF7/PTN/FGFR2/SLIT2/MDK/TGFBR3/BMP4/MSTN/HBEGF	9
MF	GO:0005126	cytokine receptor binding	9/47	270/18369	2.3444781129655e-08	4.57173232028273e-07	2.19023613184935e-07	CXCL1/C5/CX3CL1/TGFBR3/CRLF1/CD40LG/TNFSF4/NTF3/VEGFC	9
MF	GO:0001664	G protein-coupled receptor binding	8/47	289/18369	6.29294687274963e-07	1.09077745794327e-05	5.22572196450554e-06	CXCL1/WNT5A/C5/GAL/CX3CL1/MLN/PTGER1/PENK	8
MF	GO:0019838	growth factor binding	6/47	132/18369	1.03578565602859e-06	1.6158256234046e-05	7.7411349029505e-06	PDGFA/IL1R1/FGFR2/TGFBR3/IGF1R/FGFR3	6
MF	GO:0019199	transmembrane receptor protein kinase activity	5/47	77/18369	1.51670957951415e-06	2.15096994912916e-05	1.03049167603354e-05	TEK/FGFR2/TGFBR3/IGF1R/FGFR3	5
MF	GO:0005179	hormone activity	5/47	122/18369	1.4604522412986e-05	0.000189858791368818	9.09579904668426e-05	INHBA/GAL/MLN/RLN2/PENK	5
MF	GO:0004714	transmembrane receptor protein tyrosine kinase activity	4/47	60/18369	1.65142817150166e-05	0.000198171380580199	9.494040500131e-05	TEK/FGFR2/IGF1R/FGFR3	4
MF	GO:0070851	growth factor receptor binding	5/47	137/18369	2.55781432992547e-05	0.000278949175812168	0.000133639618641457	FGF7/PDGFA/IL1R1/EREG/VEGFC	5
MF	GO:0017134	fibroblast growth factor binding	3/47	23/18369	2.68220361357853e-05	0.000278949175812168	0.000133639618641457	FGFR2/TGFBR3/FGFR3	3
MF	GO:0017046	peptide hormone binding	3/47	48/18369	0.000250461721177683	0.0022983546178658	0.00110110106523935	INHBA/IGF1R/NPR3	3
MF	GO:0032813	tumor necrosis factor receptor superfamily binding	3/47	48/18369	0.000250461721177683	0.0022983546178658	0.00110110106523935	CD40LG/TNFSF4/NTF3	3
MF	GO:0008009	chemokine activity	3/47	49/18369	0.000266318485307928	0.00230809353933538	0.00110576681034286	CXCL1/C5/CX3CL1	3
MF	GO:0035374	chondroitin sulfate binding	2/47	10/18369	0.000284606327539319	0.00233676774190177	0.00111950411386657	PTN/MDK	2
MF	GO:0019955	cytokine binding	4/47	130/18369	0.000337507510075961	0.0026325585785925	0.00126121227449438	IL1R1/TGFBR3/CRLF1/ACKR3	4
MF	GO:0004713	protein tyrosine kinase activity	4/47	137/18369	0.000411871101102813	0.00305961389390661	0.00146580692623056	TEK/FGFR2/IGF1R/FGFR3	4
MF	GO:0005161	platelet-derived growth factor receptor binding	2/47	14/18369	0.000571792030294046	0.00386501067376775	0.00185165828500344	PDGFA/IL1R1	2
MF	GO:0070696	transmembrane receptor protein serine/threonine kinase binding	2/47	14/18369	0.000571792030294046	0.00386501067376775	0.00185165828500344	INHBA/BMP4	2
MF	GO:0005178	integrin binding	4/47	151/18369	0.0005946170267335	0.00386501067376775	0.00185165828500344	PTN/CX3CL1/CD40LG/VCAM1	4
MF	GO:0003953	NAD+ nucleosidase activity	2/47	16/18369	0.000751555379808031	0.00418723711607332	0.00200603127693121	IL1R1/TLR1	2
MF	GO:0030297	transmembrane receptor protein tyrosine kinase activator activity	2/47	16/18369	0.000751555379808031	0.00418723711607332	0.00200603127693121	EREG/HBEGF	2
MF	GO:0050135	NAD(P)+ nucleosidase activity	2/47	16/18369	0.000751555379808031	0.00418723711607332	0.00200603127693121	IL1R1/TLR1	2
MF	GO:0061809	NAD+ nucleotidase, cyclic ADP-ribose generating	2/47	16/18369	0.000751555379808031	0.00418723711607332	0.00200603127693121	IL1R1/TLR1	2
MF	GO:0042379	chemokine receptor binding	3/47	74/18369	0.000896016834038733	0.00481995262448422	0.00230915409135209	CXCL1/C5/CX3CL1	3
MF	GO:0045236	CXCR chemokine receptor binding	2/47	18/18369	0.000955112828205632	0.00496658670666929	0.00237940388781052	CXCL1/CX3CL1	2
MF	GO:0033612	receptor serine/threonine kinase binding	2/47	19/18369	0.00106574004969024	0.00536307895973152	0.00256935631674047	INHBA/BMP4	2
MF	GO:0042277	peptide binding	5/47	317/18369	0.00125631737843214	0.0061157152484736	0.00292993105696104	INHBA/ADRB2/IGF1R/NPR3/TLR1	5
MF	GO:0042562	hormone binding	3/47	84/18369	0.00129370899486941	0.0061157152484736	0.00292993105696104	INHBA/IGF1R/NPR3	3
MF	GO:0004896	cytokine receptor activity	3/47	92/18369	0.00168085688169375	0.00771216686894779	0.00369476280496149	IL1R1/CRLF1/ACKR3	3
MF	GO:0005164	tumor necrosis factor receptor binding	2/47	30/18369	0.00266295250213837	0.0115394608425996	0.00552835168572586	CD40LG/TNFSF4	2
MF	GO:0005184	neuropeptide hormone activity	2/47	30/18369	0.00266295250213837	0.0115394608425996	0.00552835168572586	GAL/PENK	2
MF	GO:0030296	protein tyrosine kinase activator activity	2/47	34/18369	0.00341201639142305	0.0141864553990849	0.00679647998201774	EREG/HBEGF	2
MF	GO:0033218	amide binding	5/47	400/18369	0.00345567503311043	0.0141864553990849	0.00679647998201774	INHBA/ADRB2/IGF1R/NPR3/TLR1	5
MF	GO:0005501	retinoid binding	2/47	38/18369	0.00424795154567347	0.0161629375884161	0.00774337765706846	RBP1/PTGDS	2
MF	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	2/47	38/18369	0.00424795154567347	0.0161629375884161	0.00774337765706846	IL1R1/TLR1	2
MF	GO:0019840	isoprenoid binding	2/47	38/18369	0.00424795154567347	0.0161629375884161	0.00774337765706846	RBP1/PTGDS	2
MF	GO:0030295	protein kinase activator activity	3/47	135/18369	0.00497120497631065	0.0184644756262967	0.00884600384255779	EREG/CD40LG/HBEGF	3
MF	GO:0019209	kinase activator activity	3/47	141/18369	0.00560916738447631	0.0198294999561207	0.00949996286696741	EREG/CD40LG/HBEGF	3
MF	GO:0140375	immune receptor activity	3/47	141/18369	0.00560916738447631	0.0198294999561207	0.00949996286696741	IL1R1/CRLF1/ACKR3	3
MF	GO:0008528	G protein-coupled peptide receptor activity	3/47	142/18369	0.00572004806426559	0.0198294999561207	0.00949996286696741	GAL/NPR3/ACKR3	3
MF	GO:0001653	peptide receptor activity	3/47	148/18369	0.00641303949104569	0.0217485687087637	0.0104193547795022	GAL/NPR3/ACKR3	3
MF	GO:0015026	coreceptor activity	2/47	48/18369	0.00670627895740498	0.0222591386671314	0.0106639598202856	TGFBR3/ACKR3	2
MF	GO:0005504	fatty acid binding	2/47	49/18369	0.00698031982855805	0.0226860394428137	0.0108684804348163	RBP1/PTGDS	2
MF	GO:0050840	extracellular matrix binding	2/47	55/18369	0.0087291082769109	0.0277906304326143	0.0133139997349232	ELN/SLIT2	2
MF	GO:0019887	protein kinase regulator activity	3/47	184/18369	0.0116072938617455	0.0362147568486458	0.0173498497722932	EREG/CD40LG/HBEGF	3
MF	GO:0031406	carboxylic acid binding	3/47	200/18369	0.0145090304122103	0.0443805636138198	0.021261943431722	RBP1/MDK/PTGDS	3
MF	GO:0019207	kinase regulator activity	3/47	211/18369	0.0167221472680775	0.0498382685608813	0.0238766333861172	EREG/CD40LG/HBEGF	3
MF	GO:0043177	organic acid binding	3/47	212/18369	0.0169322322674789	0.0498382685608813	0.0238766333861172	RBP1/MDK/PTGDS	3
MF	GO:0033293	monocarboxylic acid binding	2/47	80/18369	0.0178391781506111	0.0515354035462099	0.0246897007542571	RBP1/PTGDS	2
MF	GO:0004954	prostanoid receptor activity	1/47	10/18369	0.0253001115730298	0.0668952102608924	0.0320483126081198	PTGER1	1
MF	GO:0004955	prostaglandin receptor activity	1/47	10/18369	0.0253001115730298	0.0668952102608924	0.0320483126081198	PTGER1	1
MF	GO:0030023	extracellular matrix constituent conferring elasticity	1/47	10/18369	0.0253001115730298	0.0668952102608924	0.0320483126081198	ELN	1
MF	GO:0070700	BMP receptor binding	1/47	10/18369	0.0253001115730298	0.0668952102608924	0.0320483126081198	BMP4	1
MF	GO:0071723	lipopeptide binding	1/47	10/18369	0.0253001115730298	0.0668952102608924	0.0320483126081198	TLR1	1
MF	GO:0005024	transforming growth factor beta receptor activity	1/47	11/18369	0.027795394254879	0.0710833033403463	0.0340547539619742	TGFBR3	1
MF	GO:0048407	platelet-derived growth factor binding	1/47	11/18369	0.027795394254879	0.0710833033403463	0.0340547539619742	PDGFA	1
MF	GO:0005095	GTPase inhibitor activity	1/47	12/18369	0.0302844244580612	0.071581366900872	0.0342933674086499	SLIT2	1
MF	GO:0005165	neurotrophin receptor binding	1/47	12/18369	0.0302844244580612	0.071581366900872	0.0342933674086499	NTF3	1
MF	GO:0008179	adenylate cyclase binding	1/47	12/18369	0.0302844244580612	0.071581366900872	0.0342933674086499	ADRB2	1
MF	GO:0017154	semaphorin receptor activity	1/47	12/18369	0.0302844244580612	0.071581366900872	0.0342933674086499	PLXND1	1
MF	GO:0097493	structural molecule activity conferring elasticity	1/47	12/18369	0.0302844244580612	0.071581366900872	0.0342933674086499	ELN	1
MF	GO:0031994	insulin-like growth factor I binding	1/47	13/18369	0.032767217509784	0.0719955765003704	0.0344918079050357	IGF1R	1
MF	GO:0035325	Toll-like receptor binding	1/47	13/18369	0.032767217509784	0.0719955765003704	0.0344918079050357	TLR1	1
MF	GO:0039706	co-receptor binding	1/47	13/18369	0.032767217509784	0.0719955765003704	0.0344918079050357	BMP4	1
MF	GO:0043560	insulin receptor substrate binding	1/47	13/18369	0.032767217509784	0.0719955765003704	0.0344918079050357	IGF1R	1
MF	GO:1901338	catecholamine binding	1/47	13/18369	0.032767217509784	0.0719955765003704	0.0344918079050357	ADRB2	1
MF	GO:0004953	icosanoid receptor activity	1/47	14/18369	0.0352437887005143	0.0733070804970697	0.0351201262840212	PTGER1	1
MF	GO:0005172	vascular endothelial growth factor receptor binding	1/47	14/18369	0.0352437887005143	0.0733070804970697	0.0351201262840212	VEGFC	1
MF	GO:0031404	chloride ion binding	1/47	14/18369	0.0352437887005143	0.0733070804970697	0.0351201262840212	NPR3	1
MF	GO:0048185	activin binding	1/47	14/18369	0.0352437887005143	0.0733070804970697	0.0351201262840212	TGFBR3	1
MF	GO:0016641	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor	1/47	16/18369	0.040178326477682	0.0803566529553641	0.038497451820721	VCAM1	1
